"entity_name","full_zapper_link"
"trollwhale","https://zapper.xyz/bundle/0x36ccdef4decfa6ae89707b1737e8fc56d275414f,0x9af0c21b8cecf84dad025b2fb47f54446df5d5f6,0x02ec5d07150c9a9ee740e828d8682d1aaa8d8731,0x96357756598b5e034aea83e9163bf5c6fd5f66ec,0xfad95b930336e53d4c881a2520e1544ee9b78bd8,0x15a4bc976bf38b8671e5d067a8c78d018fdbebc7,0xd459f91733db5ce4c5c88be9b0c97dc2156b3027,GybhvUZzTq4qYBc292dz4HE4oQPZJGC9xGJdEH9uYeHK,DiiPgS3RGknBDZU9B88xARjb3nJXg8tVuvMH1gT6y23P,0x3ff4885919aa025de3a75cc128cc87a212c13371?id=0xb92a0cae86dbae9ea9c6fe8c3ba28c83280eef5f&label=trollwhale&color=&tab=wallet"
